--- scanner 0 ---
770,-621,-577
837,836,795
-303,-483,-672
-267,-312,571
807,-577,795
882,657,-723
708,-564,623
-329,692,723
901,-496,-602
857,559,-719
-271,-508,-820
-262,629,730

--- scanner 7 ---
-107,-50,13
-176,-150,-129
561,-855,-567
458,482,775
-394,237,585
495,-887,-381
380,526,692
568,-816,286
-805,730,-735
-708,-776,-597
-961,782,-733
-819,-716,-627
584,667,-788
-607,-890,274
706,676,-662
-688,-716,296
-418,266,669
726,-830,305
-493,-810,304
553,-916,-564
-690,-658,-719
487,598,712
600,-802,384
-482,351,584
719,715,-729
-913,707,-777

--- scanner 8 ---
-65,-3,-182
716,-427,-592
-535,-392,427
663,678,691
869,831,-868
-332,-495,-952
718,608,804
-664,551,-900
622,-513,-488
-616,-560,414
-623,602,-867
-431,-563,-917
823,810,-954
-541,-567,-940
406,-378,323
767,669,657
420,-278,365
858,777,-932
-688,608,-733
35,111,-15
-406,848,216
-464,-446,425
738,-593,-557
610,-311,320
-567,893,216
-495,903,235

--- scanner 9 ---
466,265,773
477,392,627
-590,-711,-714
582,310,-784
451,-907,-529
-566,427,-351
-691,665,798
552,-746,-517
678,388,-808
-674,460,784
-688,654,842
-568,-646,-842
508,-610,817
70,-10,74
-526,292,-452
-556,410,-395
-9,-171,-7
449,351,672
643,-740,806
-737,-732,-819
-710,-603,762
-490,-634,753
-625,-718,684
553,-746,818
704,312,-701
426,-855,-492

--- scanner 10 ---
583,634,530
-542,-798,393
-549,-780,398
370,510,-415
-450,671,-517
12,-104,108
-526,417,500
336,415,-554
680,-581,-231
693,-550,-281
672,-677,728
-441,-471,-461
690,-529,-299
-326,735,-490
-397,-520,-551
-444,246,484
706,-577,801
-474,-703,486
-329,-579,-415
479,519,450
591,-602,654
-399,353,603
563,426,501
-498,705,-528
347,372,-484

--- scanner 11 ---
-729,722,584
-472,-833,-800
-479,666,-681
-552,-816,-689
754,671,675
750,-499,788
-562,749,503
863,699,-564
-37,-95,-29
898,798,-632
-740,-575,892
-481,595,-735
906,-428,-726
-539,-637,874
75,3,76
932,-391,-682
720,683,558
752,-523,832
-672,-731,834
-505,-848,-732
820,-515,-686
-616,690,555
886,589,-560
-468,514,-567
727,-432,675
652,611,715

--- scanner 12 ---
-77,-8,-127
-443,435,-795
544,-736,-944
593,717,-746
491,-669,643
645,706,422
-734,-606,812
-741,-451,-356
691,564,362
32,174,21
441,603,-735
472,-746,-925
-686,-521,-469
-650,500,304
-429,535,-837
-594,452,253
407,-782,730
-591,-591,803
-790,-512,-503
721,715,326
512,549,-733
-633,468,-840
383,-691,-944
-587,507,371
-672,-749,804
483,-740,793

--- scanner 13 ---
-690,-497,476
836,-554,548
413,410,489
441,519,-750
458,-785,-821
-773,-518,-760
-760,486,-860
10,-10,-8
-907,528,-802
394,-698,-838
523,387,485
708,-532,483
-715,-452,-735
501,621,-790
-640,839,539
-756,770,459
-744,551,-905
-768,-412,591
429,553,-633
813,-385,462
-734,735,625
-715,-512,-916
314,375,557
395,-768,-906
-759,-632,560

--- scanner 14 ---
-560,591,523
356,-379,589
-719,965,-848
682,-666,-723
550,565,299
2,34,-52
-765,-796,746
567,-746,-827
510,-268,571
474,-695,-743
386,528,332
-542,596,307
379,665,324
-571,-792,672
586,600,-637
63,189,-138
-634,901,-712
-554,-542,-715
579,464,-608
-665,576,417
509,-329,642
665,539,-483
-762,860,-753
-629,-468,-634
-720,-720,733
-529,-395,-600

--- scanner 15 ---
-333,-547,-810
536,654,795
-573,681,-359
404,-346,-614
-712,-568,374
-456,815,678
-321,-324,-784
-481,-434,-811
573,570,915
-543,-509,323
585,-645,806
369,-370,-568
-257,790,642
-49,32,-39
549,701,-389
97,76,102
590,706,-333
-657,-494,430
-575,822,-437
-333,955,668
577,678,-578
471,-477,-547
535,-595,782
718,572,785
-533,723,-546
699,-662,786

--- scanner 16 ---
449,-391,613
-717,-319,757
-759,-419,771
746,661,-487
-580,500,-627
-22,45,-11
493,-567,-400
819,721,-438
-740,-463,-599
-588,-491,-643
508,-479,-403
-278,567,459
-762,-352,567
387,-543,-391
-442,484,-544
-425,628,410
331,-336,606
382,-384,550
882,865,528
-391,637,514
-525,443,-452
890,722,466
-687,-319,-656
824,637,-400
881,707,609

--- scanner 17 ---
536,-402,-488
-688,357,506
537,591,-745
-605,410,-321
114,5,19
594,-614,824
587,-435,-529
-632,411,668
-460,-316,369
-584,557,-426
-705,430,539
-519,579,-298
-510,-350,-820
-456,-428,493
-578,-385,-721
-582,-362,-611
517,380,460
607,533,449
415,-615,767
593,-569,-464
540,419,495
554,581,-789
-416,-342,406
530,-699,810
419,621,-688

--- scanner 18 ---
626,616,699
-760,-254,850
-552,-341,-596
545,-256,-305
-727,-276,885
640,504,-804
-384,715,-437
-501,-308,-637
-558,-475,-661
-519,675,-336
-757,550,813
554,673,-827
-86,122,42
563,-720,649
75,182,-42
619,651,-699
-502,685,-380
617,-268,-514
511,531,777
613,-291,-404
-552,567,799
-781,-340,896
542,751,768
643,-651,765
-746,553,857
477,-616,743

--- scanner 19 ---
-810,-436,550
403,-338,-720
-822,-473,550
764,405,-302
-838,-461,506
-770,466,-636
-703,452,513
652,513,888
274,-387,766
-746,-395,-758
-722,-478,-649
-577,461,635
-78,-29,60
-636,413,500
756,398,-361
728,534,-402
320,-450,850
348,-567,723
410,-336,-570
-672,403,-667
-522,508,-645
653,333,809
-818,-489,-757
651,529,726
366,-384,-533

--- scanner 20 ---
-827,484,442
226,823,423
-484,624,-792
-792,-460,-835
-820,-492,-806
-950,332,430
470,-804,424
487,-746,583
-596,-453,419
-596,-418,643
-625,560,-708
-632,-448,-855
-587,611,-864
223,712,322
384,-553,-456
478,-703,538
469,846,-652
294,791,439
557,-614,-458
548,-606,-395
399,732,-627
-30,-96,-101
-975,443,477
425,811,-668
-161,66,-113
-624,-488,460

--- scanner 21 ---
-824,-732,-454
-774,577,817
632,595,-461
541,314,890
-886,-725,-350
574,503,-590
-536,-878,350
-866,489,-319
-814,487,-475
597,362,839
-544,-807,500
692,625,-572
619,-887,339
820,-675,-520
538,-729,340
681,-744,331
4,-88,10
876,-693,-396
-698,568,721
-744,426,781
860,-690,-451
-786,-832,-437
-791,445,-367
534,369,772
-460,-920,413

--- scanner 22 ---
-748,-542,707
419,-456,930
569,-526,881
-673,-468,626
535,-345,875
-742,591,-531
570,-621,-737
-637,576,-425
646,589,852
-760,596,-315
529,-647,-610
-731,-792,-680
575,621,-605
630,743,-644
-668,901,704
-540,860,745
658,-645,-646
-537,-796,-754
-582,-720,-741
-68,149,42
-773,-395,592
555,497,870
-583,965,840
662,584,822
684,533,-622

--- scanner 23 ---
22,42,53
361,-748,704
370,530,761
325,-778,553
-486,-442,-600
-838,372,733
-841,565,-685
-736,-498,665
-841,576,800
351,500,-585
-653,-415,-519
-747,-650,551
-120,-53,-90
-734,-569,719
-796,386,833
-599,-474,-571
327,473,-499
287,-916,-843
-816,663,-681
269,-789,-916
303,593,768
252,537,816
270,-847,-739
421,-702,562
-805,480,-623
324,677,-571

--- scanner 24 ---
-511,506,-527
813,303,-528
-404,535,292
548,-560,607
945,-475,-796
-329,-688,325
-566,331,-470
-351,478,436
923,-440,-763
612,618,812
717,595,699
859,-429,-817
-332,-892,392
-666,-531,-655
683,643,667
-503,522,464
-649,423,-511
-700,-635,-664
752,306,-619
-374,-878,292
104,-61,43
11,-179,-102
-813,-580,-594
583,-582,441
729,301,-423
479,-676,527

--- scanner 25 ---
-564,530,-830
-595,-562,-822
-728,601,459
-575,-685,-712
-826,-681,812
-664,359,-805
633,-764,486
-840,-736,709
380,336,-540
534,378,542
-732,707,471
797,-785,-383
-814,-669,576
330,489,-487
-527,366,-797
-161,-86,-77
640,351,531
-644,676,461
269,490,-558
-6,-23,40
721,-740,-396
793,-591,-457
-590,-580,-606
758,-814,377
643,267,581
643,-891,332

--- scanner 26 ---
-569,463,419
-562,-311,-507
-523,-633,284
686,785,715
-508,-490,275
671,-594,519
-808,417,-561
-6,-74,-152
658,-839,491
-66,101,-26
-749,534,-456
-593,376,341
543,743,-613
-509,414,346
654,-874,-673
-365,-552,283
805,740,822
789,658,651
699,-783,496
693,-839,-584
-669,419,-470
582,784,-634
635,-827,-560
-559,-295,-452
-577,-351,-576
615,762,-811

--- scanner 27 ---
-142,72,-5
733,545,639
599,-772,-368
414,-576,673
611,-611,-469
427,447,-621
-414,649,-486
-680,-624,819
-751,-379,-718
286,-511,651
-691,-257,-644
-507,548,811
-461,615,697
-518,-680,873
-526,725,-527
636,-720,-343
777,562,649
32,-24,52
-551,-697,800
309,-597,820
-501,669,-444
320,523,-595
-792,-244,-782
676,427,609
344,445,-499
-472,525,850

--- scanner 28 ---
-407,-361,-400
582,-582,476
618,-747,-538
425,-640,395
611,-617,442
-381,812,-497
331,703,-746
-772,-305,475
550,-794,-374
698,630,644
-913,704,697
-681,-458,435
-836,-508,506
657,651,605
-490,-506,-439
-428,-387,-510
-111,72,-37
-960,591,716
333,794,-607
-145,-77,100
-397,757,-500
676,453,677
448,808,-687
-925,680,755
479,-728,-399
-437,688,-515

--- scanner 29 ---
-382,404,550
649,-560,-730
126,-132,-47
776,460,731
887,246,-713
825,326,-652
823,373,-813
-419,-484,443
780,-526,531
-504,413,676
767,418,483
798,355,581
-708,554,-804
-369,365,617
-612,-847,-865
-419,-521,431
-375,-509,415
888,-537,435
889,-443,507
-503,-910,-876
-601,482,-824
-469,-836,-878
-30,4,-112
-630,598,-887
607,-584,-764
637,-597,-531

--- scanner 30 ---
601,539,327
492,329,-942
805,-490,438
-454,-771,-779
755,-543,285
-770,-804,497
-663,-899,573
377,374,-865
-676,515,428
338,-386,-836
-493,339,-463
492,578,216
866,-561,439
342,-460,-642
-621,541,325
-379,-804,-949
-524,354,-477
-52,-101,-180
-401,331,-443
-574,469,388
495,528,300
40,47,-41
502,483,-815
-573,-837,459
-476,-853,-973
414,-399,-791

--- scanner 31 ---
-758,-431,604
-608,702,399
415,375,-279
82,1,41
-631,-495,501
388,485,-439
-828,501,-414
-707,-749,-516
762,-771,-533
652,528,513
389,598,-291
585,397,446
621,-627,619
-713,-324,485
840,-630,-531
-831,-813,-489
866,-655,632
-659,-783,-527
-760,442,-550
-683,625,487
653,-672,-491
631,421,411
-615,720,394
-716,393,-460
810,-650,591

--- scanner 32 ---
558,-704,733
528,740,-793
433,697,-898
673,-601,-397
-833,-797,-619
566,532,609
-551,-487,763
644,-608,-533
-574,710,865
-795,-792,-535
681,507,462
-499,633,777
-606,607,-756
-469,-316,779
647,607,535
-424,-423,660
45,56,-40
-689,469,-772
569,612,-834
-567,728,870
-746,-719,-595
454,-589,813
-781,552,-813
-98,-35,47
538,-496,762
798,-687,-472

--- scanner 33 ---
-795,625,-483
-859,-653,566
-799,-517,-387
508,445,398
-723,612,-380
-804,-537,455
808,-502,731
546,793,-871
715,-442,-633
-810,-503,636
-751,-410,-474
717,-414,755
676,-497,-511
79,59,49
-583,390,573
-781,-426,-479
693,-388,-423
-639,676,-521
681,-543,757
-558,504,503
-78,-1,-54
-599,425,529
511,752,-723
499,904,-846
391,524,327
492,413,330

--- scanner 34 ---
-568,-448,534
-778,-454,-803
-595,348,321
575,443,338
-764,-417,-800
-748,698,-379
-602,410,425
707,460,-846
-677,690,-529
799,-560,-544
-1,-83,-16
-790,774,-442
157,81,-64
-790,-359,-911
619,368,290
476,-381,770
-321,-489,545
-389,-404,459
-702,448,408
617,420,446
541,-548,744
812,-802,-567
556,490,-810
603,-473,694
902,-682,-598
698,536,-750
